experimentID,eventID,nodeID,requestTimeFromVM,startTimeFromLambda,newcontainer,targetStartTime
2ad15b0d-1c81-4550-bad5-c4c890c3d993,0,Worker1,0.256103515625,38.001220703125,0,0
2ad15b0d-1c81-4550-bad5-c4c890c3d993,1,Worker1,4.1552734375,34.001220703125,0,4
2ad15b0d-1c81-4550-bad5-c4c890c3d993,2,Worker1,4.13330078125,35.001220703125,0,4
2ad15b0d-1c81-4550-bad5-c4c890c3d993,3,Worker1,8.123291015625,36.001220703125,0,8
2ad15b0d-1c81-4550-bad5-c4c890c3d993,4,Worker1,12.110107421875,38.001220703125,0,12
2ad15b0d-1c81-4550-bad5-c4c890c3d993,5,Worker1,14.121337890625,38.001220703125,0,14
2ad15b0d-1c81-4550-bad5-c4c890c3d993,6,Worker1,16.1171875,39.001220703125,0,16
2ad15b0d-1c81-4550-bad5-c4c890c3d993,7,Worker1,17.09716796875,50.001220703125,0,17
2ad15b0d-1c81-4550-bad5-c4c890c3d993,8,Worker1,17.272216796875,39.001220703125,0,17
2ad15b0d-1c81-4550-bad5-c4c890c3d993,9,Worker1,20.103271484375,36.001220703125,0,20
2ad15b0d-1c81-4550-bad5-c4c890c3d993,10,Worker1,23.272216796875,39.001220703125,0,23
2ad15b0d-1c81-4550-bad5-c4c890c3d993,11,Worker1,23.119140625,49.001220703125,0,23
2ad15b0d-1c81-4550-bad5-c4c890c3d993,14,Worker1,25.396240234375,40.001220703125,0,25
2ad15b0d-1c81-4550-bad5-c4c890c3d993,13,Worker1,25.1142578125,40.001220703125,0,25
2ad15b0d-1c81-4550-bad5-c4c890c3d993,12,Worker1,25.898193359375,48.001220703125,0,25
2ad15b0d-1c81-4550-bad5-c4c890c3d993,15,Worker1,28.4912109375,42.001220703125,0,28
2ad15b0d-1c81-4550-bad5-c4c890c3d993,16,Worker1,29.119140625,44.001220703125,0,29
2ad15b0d-1c81-4550-bad5-c4c890c3d993,17,Worker1,31.130126953125,58.001220703125,0,31
2ad15b0d-1c81-4550-bad5-c4c890c3d993,18,Worker1,31.402099609375,56.001220703125,0,31
2ad15b0d-1c81-4550-bad5-c4c890c3d993,19,Worker1,32.09521484375,49.001220703125,0,32
2ad15b0d-1c81-4550-bad5-c4c890c3d993,20,Worker1,34.09033203125,68.001220703125,0,33
2ad15b0d-1c81-4550-bad5-c4c890c3d993,21,Worker1,35.1181640625,85.001220703125,0,35
2ad15b0d-1c81-4550-bad5-c4c890c3d993,22,Worker1,38.105224609375,88.001220703125,0,38
2ad15b0d-1c81-4550-bad5-c4c890c3d993,23,Worker1,42.122314453125,83.001220703125,0,42
2ad15b0d-1c81-4550-bad5-c4c890c3d993,24,Worker1,45.119140625,77.001220703125,0,45
2ad15b0d-1c81-4550-bad5-c4c890c3d993,25,Worker1,48.2041015625,81.001220703125,0,48
2ad15b0d-1c81-4550-bad5-c4c890c3d993,26,Worker1,51.107177734375,79.001220703125,0,51
2ad15b0d-1c81-4550-bad5-c4c890c3d993,28,Worker1,55.2841796875,94.001220703125,0,55
2ad15b0d-1c81-4550-bad5-c4c890c3d993,27,Worker1,55.142333984375,88.001220703125,0,55
2ad15b0d-1c81-4550-bad5-c4c890c3d993,29,Worker1,57.09716796875,102.001220703125,0,57
2ad15b0d-1c81-4550-bad5-c4c890c3d993,30,Worker1,58.104248046875,125.001220703125,0,58
2ad15b0d-1c81-4550-bad5-c4c890c3d993,31,Worker1,59.07421875,91.001220703125,0,59
2ad15b0d-1c81-4550-bad5-c4c890c3d993,32,Worker1,63.111328125,92.001220703125,0,63
2ad15b0d-1c81-4550-bad5-c4c890c3d993,33,Worker1,64.09228515625,99.001220703125,0,64
2ad15b0d-1c81-4550-bad5-c4c890c3d993,35,Worker1,65.09912109375,97.001220703125,0,65
2ad15b0d-1c81-4550-bad5-c4c890c3d993,34,Worker1,65.288330078125,97.001220703125,0,65
2ad15b0d-1c81-4550-bad5-c4c890c3d993,36,Worker1,69.09228515625,97.001220703125,0,69
2ad15b0d-1c81-4550-bad5-c4c890c3d993,37,Worker1,72.09619140625,101.001220703125,0,72
2ad15b0d-1c81-4550-bad5-c4c890c3d993,38,Worker1,75.100341796875,129.001220703125,0,75
2ad15b0d-1c81-4550-bad5-c4c890c3d993,39,Worker1,79.09814453125,119.001220703125,0,79
2ad15b0d-1c81-4550-bad5-c4c890c3d993,40,Worker1,83.11328125,138.001220703125,0,83
2ad15b0d-1c81-4550-bad5-c4c890c3d993,41,Worker1,83.102294921875,99.001220703125,0,83
2ad15b0d-1c81-4550-bad5-c4c890c3d993,42,Worker1,83.1181640625,105.001220703125,0,83
2ad15b0d-1c81-4550-bad5-c4c890c3d993,43,Worker1,84.088134765625,135.001220703125,0,84
2ad15b0d-1c81-4550-bad5-c4c890c3d993,44,Worker1,88.107177734375,137.001220703125,0,88
